,工作經歷,薪水
54754,3-5年,40000
54755,3-5年,47500
54757,1-3年,40500
54761,3-5年,44000
54762,3-5年,39000
54763,0-1年,36500
54764,0-1年,65000
54768,1-3年,40000
54769,0-1年,40500
54770,5-10年,50000
54772,1-3年,37500
54774,1-3年,32500
54775,3-5年,38500
54777,1-3年,40000
54778,0-1年,30000
54779,1-3年,36500
54780,1-3年,37500
54781,0-1年,37500
54782,0-1年,35000
54783,0-1年,65000
54784,0-1年,35000
54785,0-1年,65000
54786,1-3年,32500
54787,0-1年,35750
54788,1-3年,45500
54789,1-3年,45500
54790,1-3年,45500
54791,1-3年,45000
54793,0-1年,29232
54794,1-3年,37000
54795,0-1年,30000
54796,0-1年,32500
54797,0-1年,39500
54798,0-1年,39500
54799,1-3年,39500
54800,0-1年,58000
54801,1-3年,32500
54802,0-1年,32000
54803,0-1年,30000
54805,1-3年,42500
54806,1-3年,32000
54807,0-1年,31500
54808,0-1年,41800
54810,1-3年,32000
54811,0-1年,30500
54812,0-1年,37500
54814,1-3年,45000
54815,1-3年,40000
54816,0-1年,40000
54817,1-3年,47500
54819,3-5年,40000
54820,3-5年,40000
54822,0-1年,40000
54823,1-3年,28050
54827,0-1年,43000
54829,1-3年,45000
54830,1-3年,28000
54831,0-1年,29500
54832,1-3年,36000
54833,0-1年,38500
54835,0-1年,34000
54836,0-1年,45000
54837,3-5年,50000
54838,3-5年,40000
54841,1-3年,42500
54842,1-3年,37500
54843,1-3年,48000
54844,1-3年,45000
54845,1-3年,40000
54846,0-1年,40000
54847,1-3年,47500
54848,0-1年,39000
54851,1-3年,40000
54852,0-1年,42500
54853,0-1年,31320
54854,0-1年,35000
54855,1-3年,32500
54857,0-1年,39140
54858,3-5年,32500
54859,3-5年,40000
54863,5-10年,85000
54865,1-3年,37150
54866,3-5年,40000
54867,1-3年,31000
54868,0-1年,42500
54869,1-3年,32500
54870,1-3年,33000
54871,1-3年,34000
54872,0-1年,29000
54875,1-3年,33000
54876,0-1年,30000
54877,0-1年,35000
54878,1-3年,33500
54879,1-3年,27600
54880,1-3年,37500
54881,0-1年,35000
54883,1-3年,35000
54885,0-1年,34000
54887,0-1年,37500
54888,0-1年,31500
54889,0-1年,42500
54890,0-1年,32500
54891,0-1年,30500
54893,3-5年,35000
54894,1-3年,40000
54896,0-1年,35000
54897,1-3年,55000
54898,1-3年,42500
54899,1-3年,28350
54900,3-5年,45000
54901,0-1年,32000
54902,1-3年,28000
54904,0-1年,35500
54906,1-3年,32500
54907,5-10年,269230
54908,0-1年,49000
54909,1-3年,31500
54910,0-1年,37000
54912,0-1年,35000
54913,0-1年,44000
54917,0-1年,33000
54918,0-1年,34200
54919,1-3年,33500
54920,1-3年,33000
54921,0-1年,50000
54922,0-1年,39000
54923,0-1年,31850
54924,0-1年,30000
54926,1-3年,28000
54927,0-1年,40000
54928,3-5年,42000
54929,0-1年,33000
54930,0-1年,32000
54931,1-3年,28000
54933,0-1年,35500
54935,1-3年,32500
54936,5-10年,269230
54937,0-1年,49000
54938,1-3年,31500
54939,0-1年,37000
54941,0-1年,35000
54942,0-1年,44000
54946,0-1年,33000
54947,0-1年,34200
54948,1-3年,33500
54949,1-3年,33000
54950,0-1年,50000
54951,0-1年,39000
54952,0-1年,31850
54953,0-1年,30000
54955,1-3年,28000
54956,0-1年,40000
54957,3-5年,42000
54958,0-1年,33000
54959,0-1年,32000
54960,1-3年,28000
54962,0-1年,55000
54963,0-1年,36000
54964,1-3年,31000
54966,1-3年,37000
54967,1-3年,28500
54968,1-3年,40500
54969,1-3年,30000
54970,3-5年,50000
54973,1-3年,42500
54974,1-3年,45000
54975,1-3年,147900
54977,1-3年,36000
54978,1-3年,28500
54980,0-1年,42500
54981,0-1年,33000
54982,1-3年,34000
54983,1-3年,41000
54984,1-3年,36000
54985,1-3年,39000
54987,0-1年,31000
54988,1-3年,29000
54989,1-3年,46500
54990,1-3年,40000
54991,0-1年,62500
54992,0-1年,62500
54993,0-1年,62500
54994,1-3年,40000
54995,1-3年,33000
54996,0-1年,34800
54999,1-3年,35000
55002,0-1年,30500
55004,0-1年,34800
55005,0-1年,35000
55006,3-5年,35000
55007,0-1年,44000
55008,1-3年,30500
55009,0-1年,42500
55010,0-1年,40000
55011,0-1年,42500
55012,0-1年,42500
55013,0-1年,40000
55014,0-1年,42500
55015,1-3年,39000
55017,0-1年,31000
55018,1-3年,29000
55019,1-3年,46500
55020,1-3年,40000
55021,1-3年,45000
55022,1-3年,40000
55023,3-5年,40000
55026,1-3年,45000
55029,0-1年,35500
55031,1-3年,51000
55032,3-5年,35000
55033,0-1年,38461
55034,0-1年,31500
55035,1-3年,32500
55036,0-1年,37000
55037,0-1年,41500
55038,0-1年,32500
55039,0-1年,31500
55041,0-1年,29000
55042,1-3年,42500
55044,3-5年,52307
55047,1-3年,35000
55048,1-3年,38500
55049,0-1年,31320
55050,0-1年,29000
55051,0-1年,35000
55053,0-1年,37500
55054,0-1年,37000
55055,1-3年,48000
55056,0-1年,34000
55057,0-1年,30125
55060,0-1年,40000
55061,0-1年,35500
55062,1-3年,37500
55063,0-1年,35000
55064,1-3年,32000
55065,0-1年,28000
55066,0-1年,38500
55067,1-3年,35000
55068,0-1年,35000
55069,1-3年,30500
55070,0-1年,32500
55071,0-1年,32000
55074,1-3年,31500
55075,1-3年,25250
55076,0-1年,29500
55079,0-1年,34000
55080,1-3年,40000
55081,1-3年,31000
55082,1-3年,35500
55083,0-1年,40000
55084,0-1年,40000
55085,0-1年,30000
55087,0-1年,28000
55091,1-3年,37500
55092,0-1年,35000
55093,1-3年,32000
55094,0-1年,28000
55095,0-1年,38500
55096,1-3年,35000
55097,0-1年,35000
55098,1-3年,30500
55099,0-1年,32500
55100,0-1年,32000
55103,1-3年,31500
55104,1-3年,25250
55105,0-1年,29500
55108,0-1年,34000
55109,1-3年,40000
55110,1-3年,31000
55111,1-3年,35500
55112,0-1年,40000
55113,0-1年,40000
55114,0-1年,30000
55116,0-1年,28000
55120,1-3年,37500
55128,0-1年,37000
55130,3-5年,35000
55131,0-1年,29500
55132,1-3年,38000
55133,0-1年,29500
55137,1-3年,35000
55138,1-3年,29000
55140,3-5年,40500
55141,0-1年,32016
55142,0-1年,36000
55143,1-3年,34000
55158,0-1年,37000
55160,3-5年,35000
55161,0-1年,29500
55162,1-3年,38000
55163,0-1年,29500
55167,1-3年,35000
55168,1-3年,29000
55170,3-5年,40500
55171,0-1年,32016
55172,0-1年,36000
55173,1-3年,34000
55188,0-1年,37000
55190,3-5年,35000
55191,0-1年,29500
55192,1-3年,38000
55194,1-3年,32500
55195,0-1年,45000
55196,1-3年,37500
55197,0-1年,42500
55198,1-3年,36000
55202,0-1年,27500
55203,5-10年,46500
55205,0-1年,33000
55206,0-1年,34000
55207,0-1年,34250
55209,0-1年,34000
55210,1-3年,31500
55212,0-1年,33500
55213,0-1年,34500
55214,0-1年,32000
55215,0-1年,38500
55216,1-3年,36000
55218,3-5年,46000
55219,0-1年,32500
55220,1-3年,32500
55221,1-3年,32500
55223,1-3年,30000
55224,1-3年,35000
55225,0-1年,27500
55226,1-3年,34000
55227,0-1年,35000
55228,0-1年,34000
55230,0-1年,38000
55232,1-3年,40000
55234,0-1年,50000
55236,0-1年,35000
55237,0-1年,28000
55239,0-1年,33000
55240,0-1年,37500
55241,0-1年,31500
55242,0-1年,36950
55243,0-1年,25700
55244,0-1年,30000
55246,0-1年,35500
55247,1-3年,42000
55248,0-1年,32500
55249,0-1年,32000
55250,1-3年,42500
55254,1-3年,50000
55255,1-3年,60000
55256,1-3年,36500
55261,1-3年,50000
55262,1-3年,40000
55263,1-3年,50000
55265,0-1年,54000
55266,0-1年,35000
55267,0-1年,28000
55269,0-1年,33000
55270,0-1年,37500
55271,0-1年,31500
55272,0-1年,36950
55273,0-1年,25700
55274,0-1年,30000
55276,0-1年,35500
55278,0-1年,35000
55286,1-3年,41000
55287,1-3年,39000
55296,0-1年,35000
55297,0-1年,35000
55298,0-1年,30000
55299,0-1年,52500
55300,1-3年,31500
55301,0-1年,47500
55302,1-3年,31500
55303,1-3年,42500
55304,1-3年,41500
55306,1-3年,37500
55308,0-1年,35000
55316,1-3年,41000
55317,1-3年,39000
55326,0-1年,35000
55327,0-1年,35000
55328,0-1年,30000
55329,0-1年,52500
55330,1-3年,31500
55331,0-1年,47500
55332,1-3年,31500
55333,1-3年,42500
55334,1-3年,41500
55336,1-3年,37500
55338,0-1年,35000
55346,1-3年,41000
55347,1-3年,39000
55356,0-1年,35000
55357,0-1年,35000
55358,0-1年,30000
55359,0-1年,52500
55360,1-3年,31500
55361,0-1年,47500
55362,1-3年,31500
55363,1-3年,42500
55364,1-3年,41500
55366,1-3年,37500
55368,0-1年,35000
55376,1-3年,41000
55377,1-3年,39000
55386,0-1年,35000
55387,0-1年,35000
55388,0-1年,30000
55389,0-1年,52500
55390,1-3年,31500
55391,0-1年,47500
55392,1-3年,31500
55393,1-3年,42500
55394,1-3年,41500
55396,1-3年,37500
55398,0-1年,35000
55406,1-3年,41000
55407,1-3年,39000
55416,0-1年,35000
55417,0-1年,35000
55418,0-1年,30000
55419,0-1年,52500
55420,1-3年,31500
55421,0-1年,47500
55422,1-3年,31500
55423,1-3年,42500
55424,1-3年,41500
55426,1-3年,37500
55428,0-1年,35000
55436,1-3年,41000
55437,1-3年,39000
55446,0-1年,35000
55447,0-1年,35000
55448,0-1年,30000
55449,0-1年,52500
55450,1-3年,31500
55451,0-1年,47500
55452,1-3年,31500
55453,1-3年,42500
55454,1-3年,41500
55456,1-3年,37500
55458,0-1年,35000
55466,1-3年,41000
55467,1-3年,39000
55476,0-1年,35000
55477,0-1年,35000
55478,0-1年,30000
55479,0-1年,52500
55480,1-3年,31500
55481,0-1年,47500
55482,1-3年,31500
55483,1-3年,42500
55484,1-3年,41500
55486,1-3年,37500
55488,3-5年,47000
55492,3-5年,40000
55496,0-1年,30000
55497,3-5年,70000
55498,0-1年,40000
55499,0-1年,37500
55503,0-1年,30000
55504,0-1年,40000
55505,0-1年,40000
55507,0-1年,36000
55508,0-1年,41500
55509,0-1年,30000
55510,1-3年,38500
55511,1-3年,45000
55513,1-3年,39000
55514,0-1年,50000
55517,3-5年,47000
55521,3-5年,40000
55525,0-1年,30000
55526,3-5年,70000
55527,0-1年,40000
55528,0-1年,37500
55532,0-1年,30000
55533,0-1年,40000
55534,0-1年,40000
55536,0-1年,36000
55537,0-1年,41500
55538,0-1年,30000
55539,1-3年,38500
55540,1-3年,45000
55542,1-3年,39000
55543,0-1年,50000
55546,3-5年,47000
55550,3-5年,40000
55554,0-1年,30000
55555,3-5年,70000
55556,0-1年,40000
55557,0-1年,37500
55561,0-1年,30000
55562,0-1年,40000
55563,0-1年,40000
55565,0-1年,36000
55566,0-1年,41500
55567,0-1年,30000
55568,1-3年,38500
55569,1-3年,45000
55571,1-3年,39000
55572,0-1年,50000
55575,3-5年,47000
55579,3-5年,40000
55580,0-1年,35000
55582,0-1年,34700
55585,1-3年,35000
55586,0-1年,41000
55587,3-5年,52500
55588,3-5年,37500
55589,0-1年,55000
55590,3-5年,48000
55591,1-3年,31500
55592,3-5年,48000
55593,0-1年,34000
55594,0-1年,31500
55595,0-1年,55000
55599,5-10年,50000
55601,1-3年,32000
55603,0-1年,34000
55604,0-1年,37000
55605,3-5年,50000
55606,0-1年,32000
55607,0-1年,30450
55609,1-3年,40000
55610,0-1年,35000
55612,0-1年,34700
55615,1-3年,35000
55616,0-1年,41000
55617,3-5年,52500
55618,3-5年,37500
55619,0-1年,55000
55620,3-5年,48000
55621,1-3年,31500
55622,3-5年,48000
55623,0-1年,34000
55624,0-1年,31500
55625,0-1年,55000
55629,5-10年,50000
55631,1-3年,38000
55632,0-1年,28000
55633,1-3年,33000
55634,1-3年,31500
55635,3-5年,45000
55636,0-1年,39500
55637,1-3年,45000
55638,1-3年,45000
55639,1-3年,45000
55640,1-3年,39500
55641,1-3年,50000
55642,0-1年,30000
55644,1-3年,45000
55648,1-3年,37500
55652,0-1年,30000
55654,0-1年,37500
55655,1-3年,40000
55656,0-1年,32000
55658,0-1年,45000
55659,0-1年,31000
55660,0-1年,30000
55661,0-1年,40000
55662,1-3年,34000
55663,1-3年,46000
55664,0-1年,39000
55665,0-1年,36000
55667,0-1年,32500
55668,0-1年,37500
55669,0-1年,25250
55670,1-3年,35000
55671,1-3年,42500
55672,0-1年,37000
55673,0-1年,38500
55674,0-1年,33500
55675,0-1年,43000
55676,0-1年,43000
55677,1-3年,46500
55678,1-3年,29500
55679,1-3年,32000
55681,1-3年,32000
55682,0-1年,33500
55683,0-1年,28000
55684,0-1年,45000
55687,0-1年,47500
55688,0-1年,37500
55689,0-1年,33000
55690,1-3年,31500
55691,0-1年,38000
55692,0-1年,33500
55694,0-1年,34000
55695,0-1年,30125
55696,1-3年,32000
55697,0-1年,35000
55698,0-1年,27125
55699,0-1年,31500
55700,0-1年,38000
55701,0-1年,33582
55702,0-1年,32500
55706,3-5年,35000
55708,1-3年,28800
55709,0-1年,29580
55710,0-1年,33000
55711,1-3年,75000
55712,0-1年,39000
55713,0-1年,48500
55714,0-1年,48500
55715,0-1年,48500
55716,0-1年,37500
55717,1-3年,50000
55718,1-3年,39000
55719,0-1年,35000
55720,1-3年,28500
55721,0-1年,28250
55722,1-3年,38500
55723,0-1年,28000
55724,0-1年,32500
55725,1-3年,57500
55726,0-1年,37500
55727,0-1年,28000
55728,0-1年,33000
55729,1-3年,52500
55730,1-3年,45000
55731,0-1年,30500
55733,0-1年,33000
55736,0-1年,41000
55737,1-3年,31500
55738,0-1年,42500
55739,0-1年,30500
55740,0-1年,39000
55742,0-1年,32500
55743,1-3年,35000
55744,1-3年,35000
55745,1-3年,41500
55746,1-3年,35500
55748,1-3年,36000
55749,1-3年,36500
55750,0-1年,37500
55751,1-3年,35000
55752,0-1年,42000
55754,3-5年,115384
55756,0-1年,33000
55757,1-3年,35500
55758,0-1年,35000
55760,1-3年,33000
55761,0-1年,43000
55762,1-3年,36500
55763,1-3年,40000
55764,1-3年,31500
55765,0-1年,35000
55766,0-1年,41000
55767,1-3年,31500
55768,0-1年,42500
55769,0-1年,30500
55770,0-1年,39000
55772,0-1年,32500
55773,1-3年,35000
55774,1-3年,35000
55775,1-3年,41500
55776,1-3年,35500
55778,1-3年,36000
55779,1-3年,36500
55780,0-1年,37500
55781,1-3年,35000
55782,0-1年,42000
55784,3-5年,115384
55786,0-1年,33000
55787,1-3年,35500
55788,0-1年,35000
55790,1-3年,33000
55791,0-1年,43000
55792,1-3年,36500
55793,1-3年,40000
55794,1-3年,30000
55795,1-3年,45000
55798,0-1年,31500
55799,0-1年,28000
55800,0-1年,34000
55801,1-3年,35000
55802,0-1年,25250
55803,1-3年,30000
55804,1-3年,30000
55809,0-1年,34000
55810,0-1年,38000
55811,1-3年,31500
55812,1-3年,45000
55813,0-1年,40500
55814,1-3年,35000
55817,0-1年,75000
55818,1-3年,30000
55822,0-1年,33000
55823,1-3年,35500
55824,1-3年,30000
55825,0-1年,27000
55826,0-1年,28500
55828,3-5年,38500
55829,1-3年,27000
55830,1-3年,30500
55831,3-5年,40000
55833,1-3年,35000
55834,5-10年,40000
55835,3-5年,40000
55836,0-1年,41500
55838,1-3年,37500
55841,1-3年,32000
55842,0-1年,47500
55843,0-1年,30500
55844,0-1年,29580
55845,1-3年,34000
55846,0-1年,37000
55847,1-3年,34000
55848,0-1年,32500
55849,0-1年,32500
55850,3-5年,80000
55851,1-3年,36500
55853,0-1年,50000
55854,1-3年,45000
55855,1-3年,32500
55856,1-3年,30000
55858,0-1年,40000
55860,1-3年,32500
55863,1-3年,55000
55865,1-3年,40000
55866,3-5年,32500
55867,3-5年,40000
55868,0-1年,34000
55869,0-1年,33000
55872,0-1年,39000
55874,0-1年,29580
55875,1-3年,34000
55876,0-1年,37000
55877,1-3年,34000
55878,0-1年,32500
55879,0-1年,32500
55880,3-5年,80000
55881,1-3年,36500
55883,0-1年,50000
55884,1-3年,45000
55885,1-3年,32500
55886,1-3年,30000
55888,0-1年,40000
55890,1-3年,32500
55893,1-3年,55000
55895,1-3年,40000
55896,3-5年,32500
55897,3-5年,40000
55898,0-1年,34000
55899,0-1年,33000
55902,0-1年,39000
55904,0-1年,29580
55905,1-3年,34000
55906,0-1年,37000
55907,1-3年,34000
55908,0-1年,32500
55909,0-1年,32500
55910,3-5年,80000
55911,1-3年,36500
55913,0-1年,50000
55914,1-3年,45000
55915,1-3年,32500
55916,1-3年,30000
55918,0-1年,40000
55920,1-3年,32500
55923,1-3年,55000
55925,1-3年,40000
55926,3-5年,32500
55927,3-5年,40000
55928,0-1年,34000
55929,0-1年,33000
55932,0-1年,39000
55934,0-1年,29580
55935,1-3年,34000
55936,0-1年,37000
55937,1-3年,34000
55938,0-1年,32500
55939,0-1年,32500
55940,3-5年,80000
55941,1-3年,36500
55943,0-1年,50000
55944,1-3年,45000
55945,1-3年,32500
55946,1-3年,30000
55948,0-1年,40000
55950,1-3年,32500
55953,1-3年,55000
55955,1-3年,40000
55956,3-5年,32500
55957,3-5年,40000
55958,0-1年,34000
55959,0-1年,33000
55962,0-1年,39000
55964,0-1年,29580
55965,1-3年,34000
55966,0-1年,37000
55967,1-3年,34000
55968,0-1年,32500
55969,0-1年,32500
55970,3-5年,80000
55971,1-3年,36500
55973,0-1年,50000
55974,1-3年,45000
55975,1-3年,32500
55976,1-3年,30000
55978,0-1年,40000
55980,1-3年,32500
55983,1-3年,55000
55985,1-3年,40000
55986,3-5年,32500
55987,3-5年,40000
55988,0-1年,34000
55989,0-1年,33000
55992,0-1年,39000
55994,0-1年,29580
55995,1-3年,34000
55996,0-1年,37000
55997,1-3年,34000
55998,0-1年,32500
55999,0-1年,32500
56000,3-5年,80000
56001,1-3年,36500
56003,0-1年,50000
56004,1-3年,45000
56005,1-3年,32500
56006,1-3年,30000
56008,0-1年,40000
56010,1-3年,32500
56013,1-3年,55000
56015,1-3年,40000
56016,3-5年,32500
56017,3-5年,40000
56018,0-1年,34000
56019,0-1年,33000
56022,0-1年,39000
56023,0-1年,35000
56024,0-1年,32500
56026,0-1年,40000
56027,0-1年,35500
56028,3-5年,35000
56029,1-3年,40000
56031,0-1年,32000
56032,1-3年,40000
56033,0-1年,30000
56034,3-5年,39500
56037,3-5年,30000
56038,3-5年,37500
56040,1-3年,35000
56041,1-3年,35000
56042,0-1年,40000
56043,1-3年,32500
56044,1-3年,34000
56045,1-3年,33500
56047,1-3年,35000
56049,0-1年,36000
56050,0-1年,36500
56051,0-1年,47000
56052,0-1年,35000
56053,0-1年,35000
56054,0-1年,32500
56056,0-1年,40000
56057,0-1年,35500
56058,3-5年,35000
56059,1-3年,40000
56061,0-1年,32000
56062,1-3年,40000
56063,0-1年,30000
56064,3-5年,39500
56067,3-5年,30000
56068,3-5年,37500
56070,1-3年,35000
56071,0-1年,36000
56073,1-3年,43000
56074,1-3年,33250
56076,1-3年,42500
56077,0-1年,30000
56078,1-3年,27000
56079,0-1年,37500
56080,1-3年,31500
56081,5-10年,269230
56082,1-3年,34000
56083,0-1年,32625
56084,0-1年,36000
56085,0-1年,39000
56087,1-3年,30125
56088,1-3年,35500
56089,3-5年,44000
56091,1-3年,31500
56092,0-1年,29232
56093,0-1年,34000
56094,0-1年,32625
56095,0-1年,31500
56096,0-1年,30000
56097,1-3年,36500
56098,0-1年,37500
56099,0-1年,35500
56101,1-3年,31000
56102,1-3年,42500
56103,0-1年,33000
56104,0-1年,33000
56105,0-1年,31500
56106,3-5年,38500
56107,0-1年,32000
56108,1-3年,32000
56109,0-1年,34000
56110,0-1年,34000
56111,1-3年,30500
56112,3-5年,41500
56113,0-1年,28000
56114,0-1年,29500
56117,0-1年,34800
56118,1-3年,30000
56119,1-3年,37500
56120,0-1年,36500
56121,0-1年,30500
56122,0-1年,35000
56123,0-1年,39000
56124,1-3年,40000
56125,0-1年,36500
56126,1-3年,32000
56128,1-3年,31650
56129,1-3年,42500
56132,0-1年,31500
56133,1-3年,37000
56134,1-3年,37500
56135,0-1年,33000
56136,0-1年,30500
56137,3-5年,41000
56138,0-1年,44000
56139,0-1年,42500
56140,3-5年,34000
56141,1-3年,43500
56142,0-1年,28000
56143,3-5年,42500
56145,0-1年,35000
56147,1-3年,41000
56149,3-5年,38000
56151,0-1年,35000
56152,1-3年,37500
56153,0-1年,37500
56154,1-3年,34000
56155,0-1年,35000
56159,0-1年,30000
56160,1-3年,29000
56161,0-1年,34500
56162,0-1年,32000
56163,3-5年,55000
56164,0-1年,25625
56165,3-5年,32000
56166,0-1年,40000
56167,0-1年,35000
56168,0-1年,35000
56169,0-1年,33500
56170,5-10年,51500
56171,0-1年,44000
56172,1-3年,32000
56173,0-1年,40100
56174,0-1年,30000
56175,3-5年,40000
56177,0-1年,34000
56178,0-1年,40000
56179,0-1年,31500
56180,0-1年,40000
56181,1-3年,40000
56183,3-5年,42950
56184,3-5年,39000
56185,0-1年,27625
56186,3-5年,37500
56187,3-5年,35000
56188,1-3年,34000
56189,0-1年,29000
56190,3-5年,80000
56191,0-1年,34500
56192,1-3年,36500
56193,0-1年,26625
56194,0-1年,30500
56195,1-3年,30000
56197,1-3年,35000
56198,3-5年,40000
56199,1-3年,32000
56203,0-1年,35000
56204,0-1年,32500
56206,3-5年,35000
56207,0-1年,34000
56208,1-3年,34000
56211,0-1年,32500
56212,3-5年,44000
56213,1-3年,32000
56214,0-1年,38500
56215,0-1年,30000
56216,1-3年,34500
56217,0-1年,35000
56218,0-1年,30000
56219,0-1年,31000
56220,0-1年,45000
56221,0-1年,34000
56222,3-5年,25250
56223,0-1年,30000
56224,0-1年,38000
56225,0-1年,38000
56227,3-5年,40000
56228,1-3年,34000
56229,1-3年,35000
56231,1-3年,36500
56232,0-1年,37500
56233,1-3年,35000
56235,0-1年,35000
56238,0-1年,41000
56239,3-5年,40000
56240,0-1年,29232
56241,0-1年,30750
56242,0-1年,35000
56244,1-3年,35000
56245,0-1年,50000
56246,0-1年,27625
56247,0-1年,31556
56248,0-1年,31500
56249,0-1年,36500
56250,0-1年,32500
56251,3-5年,39500
56252,1-3年,35000
56253,1-3年,30000
56254,0-1年,35000
56256,3-5年,55769
56257,1-3年,42500
56258,1-3年,42500
56259,0-1年,31500
56260,0-1年,31500
56261,1-3年,32500
56262,0-1年,31500
56263,0-1年,31700
56264,1-3年,31700
56265,0-1年,30000
56266,0-1年,38000
56267,0-1年,31000
56268,1-3年,36000
56269,1-3年,35500
56270,0-1年,32500
56272,0-1年,40000
56274,0-1年,36000
56276,0-1年,36000
56278,1-3年,33000
56279,0-1年,30000
56280,0-1年,32625
56281,0-1年,30125
56282,3-5年,40000
56283,1-3年,40000
56284,0-1年,35000
56285,0-1年,30000
56286,0-1年,34000
56287,1-3年,36500
56288,0-1年,42500
56289,0-1年,34000
56290,3-5年,50000
56291,1-3年,34000
56292,0-1年,30000
56293,0-1年,32625
56294,1-3年,113100
56295,1-3年,113100
56296,5-10年,37625
56297,0-1年,30625
56298,0-1年,30625
56299,1-3年,44000
56300,1-3年,32000
56301,1-3年,32500
56302,0-1年,31500
56303,0-1年,39000
56304,0-1年,42500
56305,0-1年,31500
56306,1-3年,52500
56307,0-1年,32000
56308,1-3年,30000
56309,1-3年,39000
56310,0-1年,34000
56311,1-3年,27000
56312,3-5年,42500
56313,0-1年,36650
56315,0-1年,35000
56316,0-1年,33500
56319,1-3年,36000
56320,0-1年,35000
56322,3-5年,45000
56323,1-3年,40000
56324,1-3年,46000
56325,3-5年,90000
56327,0-1年,28774
56328,0-1年,30000
56329,0-1年,37513
56330,0-1年,36410
56331,0-1年,41760
56332,0-1年,26625
56333,0-1年,35500
56334,0-1年,35000
56335,0-1年,34000
56336,0-1年,38000
56337,3-5年,36000
56338,1-3年,39000
56339,1-3年,34500
56340,1-3年,35000
56341,1-3年,55000
56343,0-1年,28000
56344,0-1年,28000
56345,0-1年,40125
56346,0-1年,42500
56347,0-1年,38000
56349,1-3年,39000
56350,1-3年,30000
56351,0-1年,34370
56353,0-1年,31500
56354,0-1年,28500
56356,0-1年,42000
56358,0-1年,29232
56359,1-3年,41000
56360,5-10年,47500
56361,5-10年,37500
56362,1-3年,31000
56363,0-1年,60000
56364,0-1年,34000
56365,1-3年,28000
56369,0-1年,29000
56370,0-1年,28000
56372,0-1年,32500
56373,1-3年,29000
56376,1-3年,35000
56377,1-3年,35000
56378,0-1年,41500
56379,0-1年,36000
56380,0-1年,32000
56381,1-3年,36000
56382,0-1年,41000
56383,1-3年,35000
56384,0-1年,29000
56385,0-1年,36000
56386,1-3年,50500
56387,0-1年,31500
56388,3-5年,37500
56389,0-1年,42500
56390,0-1年,32000
56391,5-10年,52500
56392,3-5年,52500
56393,0-1年,42500
56394,3-5年,50000
56395,1-3年,40000
56396,1-3年,65000
56398,0-1年,36500
56399,0-1年,31000
56400,0-1年,34000
56401,3-5年,40000
56402,0-1年,30000
56403,3-5年,40000
56404,0-1年,35000
56406,1-3年,40000
56407,0-1年,35000
56408,0-1年,42500
56409,3-5年,40000
56410,0-1年,35000
56411,3-5年,37500
56412,0-1年,35000
56414,0-1年,29000
56415,0-1年,36000
56416,1-3年,50500
56417,0-1年,31500
56418,3-5年,37500
56421,1-3年,35000
56422,0-1年,39000
56424,3-5年,37500
56425,0-1年,25250
56426,1-3年,45000
56427,1-3年,38000
56428,1-3年,45000
56429,0-1年,31250
56430,1-3年,32500
56431,0-1年,34000
56432,1-3年,30000
56433,1-3年,32500
56434,1-3年,30000
56435,1-3年,40000
56436,1-3年,44000
56437,0-1年,31500
56438,0-1年,40000
56439,1-3年,28000
56440,0-1年,31500
56441,1-3年,33000
56442,0-1年,30500
56443,1-3年,33500
56444,3-5年,32000
56445,3-5年,47000
56446,1-3年,27000
56447,0-1年,40000
56448,3-5年,36000
56450,1-3年,35750
56451,0-1年,34500
56452,0-1年,40100
56453,0-1年,40100
56454,0-1年,29000
56455,1-3年,32500
56456,0-1年,27750
56457,0-1年,31500
56458,0-1年,33500
56460,1-3年,35500
56463,1-3年,50500
56464,3-5年,50000
56465,1-3年,52500
56466,0-1年,35000
56467,0-1年,35000
56469,0-1年,40000
56470,1-3年,32500
56472,3-5年,29000
56473,0-1年,35000
56474,3-5年,40000
56475,1-3年,53000
56477,0-1年,36000
56478,0-1年,40000
56479,1-3年,31500
56480,1-3年,27250
56481,1-3年,34500
56482,0-1年,44000
56483,0-1年,33000
56484,0-1年,32500
56485,0-1年,32000
56486,0-1年,40000
56488,0-1年,37500
56490,0-1年,37000
56491,0-1年,29500
56492,0-1年,29500
56493,0-1年,33000
56494,1-3年,35000
56495,1-3年,35000
56496,3-5年,35000
56497,1-3年,35000
56499,1-3年,40000
56500,0-1年,29580
56502,3-5年,29000
56503,0-1年,35000
56504,3-5年,40000
56505,1-3年,53000
56507,0-1年,36000
56508,0-1年,40000
56509,1-3年,31500
56510,1-3年,27250
56512,1-3年,41500
56514,0-1年,33500
56515,0-1年,42500
56516,1-3年,47500
56517,0-1年,33500
56518,0-1年,30500
56519,1-3年,40125
56520,0-1年,39000
56521,0-1年,39150
56522,0-1年,30000
56523,0-1年,30000
56524,0-1年,41500
56526,0-1年,30000
56527,0-1年,37500
56528,1-3年,40500
56529,5-10年,30000
56530,0-1年,36500
56531,0-1年,28000
56532,0-1年,33000
56534,0-1年,34000
56535,0-1年,34000
56536,0-1年,35000
56537,0-1年,30000
56538,1-3年,36000
56539,0-1年,30000
56540,3-5年,36500
56541,1-3年,32500
56542,0-1年,44000
56543,5-10年,49000
56545,0-1年,34000
56546,1-3年,45000
56547,1-3年,31000
56548,0-1年,35000
56549,3-5年,55000
56550,0-1年,27000
56551,0-1年,44515
56552,1-3年,33000
56553,1-3年,30000
